user_id;movie_id;rating
8;858;5
8;1358;0,5
8;1552;3
8;1777;5
8;2028;4
8;2100;3
8;2302;4,5
8;2502;5
8;2762;4,5
8;2770;2,5
8;2841;3
8;4011;4,5
8;4886;3,5
8;4896;3,5
8;4973;4
8;4993;3,5
8;4995;3,5
8;8873;4
8;8874;3
8;44004;3
9;26;3
9;318;4
9;497;4
9;527;5
9;593;4
9;608;5
9;1059;5
9;1358;4
9;1411;3
9;1541;2
9;1584;4
9;1680;4
9;1682;5
9;2028;4
9;2140;4
9;2291;4
9;2294;2
9;2302;4
9;2501;4
9;2539;2
9;2762;4
10;152;4
10;318;4
10;344;3
10;345;4
10;592;3
10;1089;3
10;1358;5
10;1499;3
10;1719;5
10;1923;5
10;2108;3
10;2539;4
10;2841;4
10;2907;2
10;2926;5
10;3019;4
11;70;1
11;169;3
11;296;5
11;778;4,5
11;923;5
11;1408;5
11;1918;3
11;2042;3,5
11;2762;3
12;253;3
12;608;2
12;673;1
12;1374;1
12;1639;2
12;2259;2
12;2460;4
12;2668;2
12;3176;3
12;3179;2
12;3780;2
13;110;4
13;277;4
13;296;3,5
13;318;4,5
13;480;3
13;524;3,5
13;527;4
13;531;4
13;587;3
13;590;4
13;914;4
13;919;3,5
13;1918;3
13;2761;4
13;2762;3
13;3114;3
13;3396;3,5
13;4886;3,5
13;4993;4,5
14;594;1
14;2038;3
14;3114;4
14;3175;5
15;2;2
15;5;4,5
15;6;4
15;11;2,5
15;14;2,5
15;16;3,5
15;19;1
15;21;4,5
15;22;2,5
15;62;2
15;70;0,5
15;95;1,5
15;101;4
15;104;1
15;107;2
15;110;3
15;111;5
15;112;2,5
15;123;4
15;145;3,5
15;149;5
15;150;3
15;153;1
15;157;2
15;161;3
15;162;4
15;163;2
15;164;4
15;165;3
15;170;2,5
15;172;1
15;175;4
15;176;4
15;180;3
15;185;2
15;193;1
15;196;2
15;198;1,5
15;216;1
15;223;4
15;225;1
15;232;4
15;233;4
15;235;4
15;237;3,5
15;246;5
15;247;2
15;252;2
15;253;2
15;260;5
15;265;1
15;288;2
15;293;5
15;296;5
15;306;5
15;307;4
15;316;3
15;318;2
15;322;2,5
15;329;1,5
15;335;2
15;339;2,5
15;342;3
15;344;2
15;364;4
15;377;4
15;380;4
15;429;1
15;431;4
15;435;1
15;441;4
15;454;3
15;466;2,5
15;480;3
15;483;1
15;494;4
15;500;3
15;508;1,5
15;509;2
15;524;2,5
15;527;4
15;535;3
15;539;2
15;540;1,5
15;541;5
15;543;3
15;549;5
15;551;2
15;562;3
15;574;3
15;586;2
15;587;1
15;590;3
15;592;4
15;593;5
15;594;2,5
15;597;2,5
15;608;5
15;628;2,5
15;648;4
15;665;3
15;680;2
15;708;3
15;745;3
15;750;4
15;762;2
15;778;4
15;780;2,5
15;784;2,5
15;786;0,5
15;788;1,5
15;800;5
15;802;1
15;803;4,5
15;804;3,5
15;832;1
15;851;4
15;858;5
15;866;4
15;899;5
15;903;5
15;909;4
15;910;2,5
15;911;4
15;912;5
15;913;4
15;914;1,5
15;916;1
15;919;3
15;922;1
15;923;5
15;924;5
15;926;3
15;931;1
15;994;4
15;1059;1,5
15;1073;3
15;1088;2
15;1089;4
15;1092;2,5
15;1093;2
15;1213;3
15;1280;3
15;1281;1
15;1283;3
15;1358;1
15;1370;3
15;1377;3
15;1380;2,5
15;1391;0,5
15;1394;4
15;1396;4
15;1405;3
15;1483;3
15;1484;3
15;1485;3
15;1552;1,5
15;1573;4
15;1580;4
15;1584;4
15;1589;2
15;1597;2
15;1610;3
15;1639;4
15;1644;1,5
15;1645;3
15;1649;2
15;1653;3
15;1680;3
15;1682;2
15;1689;4,5
15;1694;3
15;1719;4
15;1722;3,5
15;1777;2
15;1779;1
15;1792;3
15;1807;1,5
15;1816;2,5
15;1831;2
15;1834;3,5
15;1836;2
15;1859;5
15;1882;1,5
15;1883;4
15;1909;2
15;1921;4
15;1923;4,5
15;1945;4
15;1954;3
15;1955;4,5
15;1956;4
15;1968;4
15;1994;2,5
15;1997;5
15;2000;3
15;2003;3
15;2005;4
15;2006;4
15;2018;2
15;2019;4,5
15;2020;2,5
15;2028;3
15;2054;2
15;2058;2,5
15;2064;4,5
15;2100;2
15;2105;4
15;2108;4,5
15;2115;4
15;2124;2
15;2133;3,5
15;2134;3,5
15;2140;3
15;2160;3
15;2161;3
15;2288;3
15;2289;4
15;2291;3
15;2294;2
15;2302;3,5
15;2321;3,5
15;2334;3
15;2360;2
15;2371;3,5
15;2428;1
15;2501;3
15;2502;5
15;2528;2
15;2539;2,5
15;2575;3
15;2605;1
15;2617;1
15;2640;4
15;2657;2
15;2671;4
15;2722;2
15;2759;1
15;2761;2
15;2762;1
15;2769;2
15;2770;4
15;2841;2
15;2912;4
15;2925;4
15;2990;3,5
15;3010;4
15;3019;3
15;3033;4
15;3060;4
15;3077;3
15;3082;3
15;3083;5
15;3089;3
15;3101;4
15;3114;1
15;3134;1
15;3173;2,5
15;3175;4
15;3176;2
15;3418;1
15;3484;0,5
15;3512;3
15;3536;4
15;3543;2
15;3577;3,5
15;3598;3
15;3635;3,5
15;3763;2
15;3981;1
15;3989;3
15;4011;1
15;4025;1
15;4232;3
15;4235;4
15;4247;1
15;4271;4
15;4380;2
15;4639;1
15;4816;3
15;4823;2,5
15;4886;5
15;4896;1
15;4958;1
15;4973;2
15;4974;2
15;4975;1
15;4993;5
15;4995;1
15;5000;3,5
15;5071;5
15;5279;0,5
15;5458;1
15;5481;2
15;5528;1
15;5618;1,5
15;5902;4
15;5968;3
15;5991;1
15;6003;1,5
15;6016;2
15;6037;3
15;6283;1
15;6373;2
15;6440;3,5
15;6552;1,5
15;6593;1
15;6620;1,5
15;6947;1
15;6961;2,5
15;6978;2,5
15;7008;3,5
15;7090;3
15;7348;2
15;7451;3,5
15;8011;2
15;8665;3,5
15;8874;2,5
15;8914;4,5
15;8961;2
15;8970;2
15;8974;2,5
15;8984;2
15;30707;1,5
15;31685;0,5
15;31696;3,5
15;40815;1,5
15;44004;1
15;45186;2,5
15;46976;3,5
15;48385;4
15;69526;3
15;134368;4,5
16;318;4
16;337;4
16;527;4
16;750;4
16;1653;5
16;2539;4
16;4823;4
16;4995;4,5
16;6016;4
17;6;4,5
17;111;5
17;170;4
17;172;3,5
17;185;3
17;194;4
17;198;5
17;223;2,5
17;235;5
17;247;2
17;260;3,5
17;288;2
17;293;4
17;296;5
17;307;3,5
17;318;5
17;348;3,5
17;377;0,5
17;431;4,5
17;480;0,5
17;482;0,5
17;492;5
17;527;4
17;541;5
17;590;3
17;593;4,5
17;608;3,5
17;680;4,5
17;714;4,5
17;778;4,5
17;858;5
17;866;4,5
17;903;5
17;910;3,5
17;912;4,5
17;913;5
17;922;5
17;923;4,5
17;924;4,5
17;928;4,5
17;931;4,5
17;942;3,5
17;965;3,5
17;1089;5
17;1092;4
17;1213;5
17;1245;4
17;1396;3
17;1411;5
17;1580;2,5
17;1597;2,5
17;1627;4
17;1645;3,5
17;1653;5
17;1809;3
17;1834;4,5
17;1884;5
17;1921;5
17;1923;3
17;1997;4
17;2021;3,5
17;2023;4
17;2028;3,5
17;2067;4,5
17;2110;3,5
17;2118;4
17;2160;4,5
17;2502;1
17;2539;2,5
17;2657;3
17;2762;4,5
17;2892;3,5
17;3134;5
17;3598;4
17;4437;5
17;4552;4
17;4886;3,5
17;4896;0,5
17;4973;4,5
17;4975;4
17;4993;4,5
17;4995;3
17;5062;5
17;5137;4,5
17;5608;4,5
17;6016;5
17;6643;4,5
17;7090;4
17;8195;3
17;8665;3,5
17;8690;3
17;8874;3,5
17;8914;4,5
17;8973;3,5
17;8983;2,5
17;27834;4,5
17;31952;4,5
18;5;3
18;6;4
18;14;2
18;18;3
18;62;4
18;76;3
18;79;2
18;81;3
18;85;4
18;95;3
18;100;4
18;140;3
18;141;4
18;260;3
18;494;3
18;608;4
18;628;4
18;640;3
18;648;3
18;653;4
18;707;3
18;708;4
18;762;1
18;765;2
18;780;3
18;786;4
18;788;3
18;802;4
18;805;4
18;818;3
18;832;3
18;849;4
18;880;1
19;2;3
19;6;3
19;11;3
19;14;5
19;16;5
19;21;3
19;22;3
19;63;3
19;64;2
19;70;4
19;89;3
19;95;3
19;97;4
19;101;3
19;105;3
19;110;3
19;111;5
19;112;3
19;122;3
19;141;3
19;145;4
19;150;3
19;153;3
19;154;4
19;159;4
19;162;5
19;165;3
19;166;2
19;172;1
19;176;4
19;177;2
19;179;2
19;180;3
19;194;4
19;196;3
19;198;3
19;223;4
19;229;4
19;235;3
19;246;4
19;247;4
19;249;3
19;253;3
19;260;4
19;261;4
19;262;5
19;266;1
19;269;3
19;281;3
19;288;5
19;293;4
19;296;5
19;306;5
19;307;5
19;316;3
19;318;4
19;329;3
19;332;3
19;333;3
19;334;4
19;337;3
19;339;4
19;344;3
19;345;3
19;346;3
19;348;4
19;364;3
19;377;3
19;379;3
19;380;3
19;423;3
19;429;4
19;431;4
19;441;3
19;451;3
19;454;3
19;464;4
19;465;5
19;468;4
19;475;3
19;479;2
19;480;4
19;482;2
19;493;4
19;494;3
19;500;3
19;504;3
19;507;3
19;508;3
19;509;4
19;513;1
19;522;3
19;527;4
19;531;5
19;535;4
19;541;4
19;547;4
19;550;3
19;551;4
19;562;3
19;580;1
19;586;3
19;590;3
19;592;4
19;593;3
19;594;4
19;595;5
19;596;5
19;597;3
19;599;4
19;608;5
19;628;3
19;648;3
19;653;3
19;661;4
19;662;3
19;703;3
19;750;5
19;780;3
19;784;3
19;786;3
19;788;3
19;800;3
19;802;3
19;805;3
19;858;5
19;880;2
19;891;3
19;898;5
19;902;3
19;903;4
19;911;5
19;912;3
19;913;5
19;914;3
19;916;5
19;923;5
19;924;4
19;928;5
19;929;4
19;931;3
19;940;4
19;951;5
19;954;4
19;955;4
19;965;4
19;966;4
19;968;5
19;982;4
19;1073;4
19;1088;3
19;1089;4
19;1090;4
19;1091;3
19;1092;1
19;1093;3
19;1103;4
19;1126;3
19;1213;5
19;1278;4
19;1282;4
19;1283;4
19;1370;4
19;1371;4
19;1373;3
19;1374;3
19;1375;4
19;1376;3
19;1377;3
19;1380;3
19;1389;1
19;1391;2
19;1394;5
19;1396;3
19;1405;3
19;1408;3
19;2019;3
19;4970;4
20;107;3,5
20;110;2
20;150;3
20;153;4
20;207;2,5
20;260;1,5
20;296;0,5
20;316;3,5
20;318;4,5
20;344;1
20;364;3,5
20;380;4
20;480;3
20;497;5
20;500;3
20;527;2,5
20;590;2
20;592;4
20;593;0,5
20;595;4
20;597;4
20;608;2
20;671;4
20;745;5
20;750;4
20;780;5
20;858;2
20;905;3,5
20;912;2
20;1103;4
20;1580;5
20;1680;5
20;1907;4
20;2690;5
20;2762;3,5
20;4993;4
20;5618;3,5
20;8970;2,5
21;21;3
21;95;3
21;112;4
21;196;3
21;260;3
21;266;3
21;273;3
21;288;3
21;296;3
21;316;3
21;329;3
21;333;3
21;344;3
21;377;4
21;379;3
21;380;3
21;393;3
21;466;3
21;480;3
21;509;4
21;527;5
21;541;3
21;543;3
21;551;3
21;553;3
21;586;3
21;590;4
21;592;3
21;593;4
21;594;3
21;595;3
21;597;3
21;648;3
21;750;5
21;780;3
21;849;3
21;858;4
21;899;3
21;910;3
21;912;5
21;913;4
21;914;5
21;918;4
21;919;4
21;923;5
21;924;4
21;948;3
21;954;4
21;1088;2
21;1089;3
21;1090;4
21;1091;3
21;1103;3
21;1281;4
21;1282;3
21;1283;4
21;1370;3
21;1371;3
21;1373;3
21;1374;4
21;1375;3
21;1376;3
21;1380;3
21;1394;4
22;70;3
22;153;3
22;158;1
22;163;4,5
22;173;1,5
22;235;2
22;253;4,5
22;260;4
22;267;2
22;296;5
22;315;3
22;480;4,5
22;541;4,5
22;551;5
22;552;3
22;586;1
22;592;4,5
22;593;4,5
22;648;5
22;784;1,5
22;858;4
22;1089;4
22;1371;2
22;1374;3,5
22;1375;4
22;1376;4
22;1377;4
22;1391;3,5
22;1580;4
22;1641;2
22;1645;2,5
22;1682;2,5
22;1722;3,5
22;1884;4,5
22;1909;3
22;1923;2,5
22;1997;3
22;2006;2,5
22;2023;3,5
22;2115;3,5
22;2288;4
22;2291;4,5
22;2502;1,5
22;2605;2
22;2616;2,5
22;2617;2,5
22;2657;2
22;2762;4
22;2990;3
22;3033;4
22;3082;3,5
22;3176;2,5
22;4011;4,5
22;4105;4
22;4886;4
22;4896;3,5
22;4975;4,5
22;4993;5
22;6373;2
22;7454;3
22;8961;3,5
22;30793;4
22;31696;4
23;6;3,5
23;11;3,5
23;16;4
23;19;2
23;20;1,5
23;24;3,5
23;62;4
23;89;4
23;104;3,5
23;110;3,5
23;111;5
23;150;3,5
23;153;3
23;154;4
23;172;2,5
23;185;3,5
23;224;4
23;235;4
23;236;4,5
23;246;4,5
23;247;4
23;252;4
23;253;3,5
23;260;4,5
23;262;4
23;265;3,5
23;293;4
23;296;4,5
23;306;3,5
23;307;2,5
23;316;3,5
23;318;5
23;319;4,5
23;337;4,5
23;344;2
23;345;4
23;380;4
23;425;3,5
23;431;3,5
23;465;3,5
23;480;3,5
23;492;4,5
23;497;4,5
23;508;4,5
23;509;4,5
23;527;3,5
23;532;3,5
23;535;4,5
23;539;2,5
23;541;3
23;586;3,5
23;590;2,5
23;592;3,5
23;593;4,5
23;595;4,5
23;597;3
23;605;4
23;608;4,5
23;648;4,5
23;653;2,5
23;668;4,5
23;670;4,5
23;745;4,5
23;750;4,5
23;778;4,5
23;780;3,5
23;788;2
23;802;3,5
23;805;3,5
23;841;4
23;858;5
23;898;4,5
23;899;4,5
23;900;2,5
23;903;3,5
23;905;4
23;909;3,5
23;910;4,5
23;911;4
23;912;5
23;913;4
23;914;3
23;922;4,5
23;923;5
23;924;3,5
23;926;4
23;928;4,5
23;931;4,5
23;942;4
23;948;3,5
23;949;3,5
23;954;5
23;955;3,5
23;965;3,5
23;1059;4,5
23;1089;3,5
23;1090;4
23;1103;4,5
23;1213;5
23;1277;3,5
23;1280;5
23;1281;3
23;1377;2,5
23;1380;2,5
23;1391;3,5
23;1394;4
23;1408;3,5
23;1411;3,5
23;1499;1,5
23;1552;3
23;1580;3,5
23;1584;4
23;1682;5
23;1722;3
23;1792;3,5
23;1835;3,5
23;1873;3
23;1900;3,5
23;1907;3,5
23;1927;3
23;1941;3,5
23;1944;4
23;1945;4,5
23;1946;4
23;1954;3
23;1955;4
23;1956;1
23;1957;3,5
23;1958;3,5
23;1959;2,5
23;1997;3,5
23;2019;4
23;2022;4
23;2023;3
23;2028;4
23;2067;2,5
23;2115;4
23;2176;5
23;2289;4
23;2291;4
23;2321;5
23;2334;2,5
23;2360;3,5
23;2501;4
23;2502;4
23;2539;2
23;2575;3
23;2617;3,5
23;2640;4,5
23;2657;3
23;2721;3,5
23;2731;5
23;2762;4
23;3019;3,5
23;3053;2
23;3082;2,5
23;3083;5
23;3088;2,5
23;3089;4,5
23;3114;3,5
23;3176;5
23;3681;3,5
23;3989;4
23;4011;4,5
23;4235;4
23;4267;4
23;4816;3
23;4823;4
23;4886;3,5
23;4896;3,5
23;4967;5
23;4973;5
23;4975;2
23;4978;4,5
23;4993;4
23;4995;4,5
23;5470;3
23;5618;3,5
23;5902;5
23;5971;4,5
23;5991;2,5
23;6016;5
23;6404;3,5
23;6415;1,5
23;6440;3,5
23;6552;3,5
23;6620;3,5
23;6643;4,5
23;6947;2,5
23;7008;1,5
23;7090;4,5
23;8195;3
23;8656;2,5
23;8873;4,5
23;8970;4,5
23;8973;4
23;8984;3
23;30707;3,5
23;30793;3,5
23;34326;4
23;39231;4
23;40815;3
23;41569;2
23;42418;3,5
23;45186;3,5
23;48385;3,5
24;6;5
24;81;4
24;95;3
24;150;3
24;165;4
24;296;5
24;316;3
24;380;4
24;590;4
24;592;3
24;648;4
24;780;4
24;786;4
25;78;3
25;104;4
25;260;4
25;494;3
25;608;3
25;653;2
25;707;3
25;778;4
25;780;4
25;784;3
25;786;3
25;788;2
25;802;5
25;832;3
25;842;2
25;1073;5
25;1358;5
25;1391;2
25;1405;3
25;1483;3
26;63;0,5
26;153;3,5
26;165;2,5
26;260;3
26;296;3,5
26;316;0,5
26;318;4
26;344;0,5
26;377;3
26;380;3
26;480;2,5
26;500;1
26;593;3,5
26;608;3,5
26;648;2,5
26;778;4,5
26;780;3,5
26;858;4
26;1089;3,5
26;1405;1,5
26;1580;3,5
26;1653;3,5
26;1687;3,5
26;1831;3
26;1884;4
26;2028;3
26;3114;4,5
26;4011;5
26;4973;3,5
26;4995;3
26;5608;4
26;6016;5
26;8665;4
26;8874;1,5
26;8961;4
26;46976;4
26;59387;3
27;73;5
27;111;4
27;296;4
27;527;5
27;593;4
27;1213;4
27;1584;4
27;1610;4
27;1639;4
27;1892;4
27;2501;4
27;2502;4
27;2762;5
28;21;5
28;110;4
28;345;5
28;898;5
28;899;5
28;902;5
28;903;3
28;909;4
28;913;4
28;924;4
28;926;5
28;1059;5
28;1366;5
28;1610;4
28;1831;1
28;1883;4
28;1945;5
28;1956;4
28;2019;2
28;2028;3
28;2109;5
28;2202;5
28;2291;4
28;2300;4
28;2470;4
28;2662;4
29;778;5
30;2;2
30;6;4
30;11;4
30;14;4
30;16;5
30;18;2
30;21;5
30;70;4
30;78;2
30;100;4
30;110;5
30;111;4
30;118;3
30;141;4
30;150;5
30;158;3
30;161;5
30;162;1
30;165;4
30;170;4
30;196;2
30;203;3
30;224;4
30;227;2
30;228;2
30;235;4
30;253;4
30;260;4
30;261;4
30;281;4
30;288;1
30;296;5
30;318;5
30;337;5
30;344;2
30;348;5
30;364;3
30;377;4
30;380;4
30;424;4
30;425;4
30;426;2
30;451;4
30;454;5
30;480;4
30;492;4
30;500;4
30;507;4
30;508;5
30;509;5
30;527;5
30;531;3
30;532;2
30;535;4
30;539;3
30;540;4
30;541;4
30;553;4
30;581;3
30;586;4
30;587;2
30;590;5
30;592;4
30;593;4
30;594;3
30;595;5
30;596;4
30;597;4
30;608;5
30;628;5
30;640;3
30;661;2
30;707;3
30;750;3
30;762;3
30;765;3
30;780;4
30;782;3
30;800;4
30;805;5
30;832;4
30;858;5
30;869;2
30;898;5
30;899;4
30;903;4
30;912;5
30;913;5
30;914;4
30;919;4
30;922;5
30;923;5
30;924;4
30;928;5
30;947;4
30;954;4
30;996;3
30;1018;3
30;1073;3
30;1088;4
30;1089;5
30;1090;4
30;1091;1
30;1092;4
30;1093;1
30;1114;3
30;1126;2
30;1213;5
30;1245;4
30;1277;5
30;1278;3
30;1283;4
30;1358;5
30;1366;5
30;1370;4
30;1377;3
30;1380;4
30;1394;5
30;1396;4
30;1485;4
30;1552;4
30;1580;4
30;1584;5
30;1588;2
30;1589;3
30;1598;4
30;1610;5
30;1624;4
30;1645;5
30;1672;4
30;1682;5
30;1694;5
30;1701;4
30;1783;4
30;1791;4
30;1834;4
30;1873;5
30;1882;2
30;1884;1
30;1892;5
30;1923;4
30;1945;4
30;1954;5
30;1955;4
30;1956;4
30;1957;4
30;1958;3
30;1965;4
30;1968;4
30;1994;4
30;1997;5
30;2000;4
30;2003;3
30;2023;5
30;2024;1
30;2028;5
30;2054;1
30;2064;4
30;2088;3
30;2094;4
30;2105;2
30;2108;4
30;2109;3
30;2112;3
30;2114;4
30;2115;4
30;2116;3
30;2118;4
30;2122;2
30;2124;4
30;2144;3
30;2148;1
30;2160;5
30;2193;3
30;2255;2
30;2259;3
30;2263;2
30;2264;2
30;2289;5
30;2291;5
30;2300;5
30;2302;4
30;2307;4
30;2320;4
30;2321;5
30;2334;3
30;2371;3
30;2457;4
30;2463;4
30;2470;4
30;2517;2
30;2528;3
30;2539;4
30;2577;3
30;2605;4
30;2611;5
30;2616;3
30;2617;3
30;2639;4
30;2640;4
30;2642;1
30;2671;4
30;2687;5
30;2749;4
30;2750;4
30;2757;2
30;2762;5
30;2770;3
30;2787;4
30;2841;4
30;2912;4
30;3019;3
30;3035;4
30;3053;4
30;3063;2
30;3072;4
30;3074;4
30;3082;3
30;3087;2
30;3101;5
30;3111;5
30;3114;5
30;3173;3
30;3176;4
30;3418;4
30;3426;4
30;3526;4
30;3529;4
30;3536;4
30;3537;4
30;3543;5
30;3763;3
30;4011;4
30;4012;2
30;4025;3
30;4291;3
30;4326;5
30;4464;4
30;4482;4
30;4486;4
30;4488;3
30;4499;4
30;4628;5
30;4639;4
30;4710;4
30;4886;4
30;4896;4
30;4929;3
30;4951;3
30;4954;4
30;4978;5
30;4993;3
30;4995;5
30;5122;4
30;5187;4
30;5247;3
30;5506;4
30;5544;4
30;5548;4
30;5680;4
30;5689;4
30;5729;3
30;5854;4
30;5902;4
30;5923;3
30;5927;4
30;5961;4
30;5968;4
30;5991;5
30;6440;4
31;111;4,5
31;260;4
31;296;4,5
31;318;4
31;379;4
31;527;5
31;541;4
31;778;3,5
31;858;4,5
31;1089;4,5
31;1091;3
31;1957;4,5
31;2028;4,5
31;2502;4
31;3072;3
31;3087;3,5
31;4886;4
31;4993;4,5
31;8961;4
32;2;4
32;19;3
32;110;5
32;150;5
32;153;4
32;158;3
32;165;4
32;168;3
32;173;3
32;204;4
32;225;2
32;252;3
32;261;4
32;266;3
32;296;2
32;316;3
32;333;3
32;337;4
32;344;4
32;364;3
32;377;4
32;380;3
32;480;5
32;553;5
32;590;5
32;592;4
32;595;2
33;19;3
33;88;3
33;157;1
33;344;4
33;377;2
33;532;4
33;562;4
33;832;4
33;851;1
33;1091;4
33;1359;3
33;1394;2
33;1994;5
33;2005;4
33;2006;4
33;2064;5
33;2088;2
33;2107;2
33;2193;2
33;2371;4
33;2470;4
33;2502;5
33;2617;2
33;2787;4
33;2891;1
33;2926;3
33;4247;3
33;4248;1
33;4251;4
33;4483;5
33;4488;2
33;4558;3
33;4929;4
33;4974;3
33;4975;4
33;4988;3
33;5483;4
34;6;3
34;21;4
34;70;4
34;110;4
34;150;4
34;198;3
34;253;4
34;260;4
34;288;4
34;293;4
34;296;5
34;316;4
34;337;5
34;377;3
34;482;5
34;527;4
34;541;4
34;562;4
34;581;4
34;593;4
34;595;4
34;599;3
34;608;4
34;678;5
34;750;4
34;858;4
34;912;5
34;913;5
34;919;3
34;923;5
34;924;5
34;940;5
34;1059;5
34;1089;4
34;1090;4
34;1092;4
34;1103;4
34;1213;5
34;1358;5
34;1396;4
34;1580;3
34;1589;4
34;1597;3
34;1610;4
34;1645;3
34;1653;4
34;1923;4
34;1954;3
34;1965;3
34;1997;5
34;2028;4
34;2064;5
34;2105;4
34;2288;5
34;2289;5
34;2527;4
34;2528;3
34;2657;4
34;2662;4
34;2762;4
34;3035;5
34;3062;4
34;3074;4
34;3418;3
35;24;2,5
35;247;3
35;468;4
35;838;4
35;914;1,5
35;2105;3,5
35;2289;3,5
35;3072;5
36;6;3
36;16;3
36;18;4
36;21;3
36;55;4
36;68;4
36;111;4
36;144;4
36;145;3
36;147;3
36;165;3
36;216;3
36;223;5
36;232;5
36;236;3
36;242;4
36;246;4
36;248;2
36;249;4
36;252;3
36;253;4
36;260;5
36;261;4
36;265;5
36;273;3
36;277;3
36;288;4
36;293;5
36;296;4
36;306;5
36;307;5
36;312;3
36;315;5
36;318;4
36;321;5
36;334;4
36;345;4
36;348;3
36;381;3
36;431;4
36;454;3
36;469;4
36;475;4
36;480;3
36;508;4
36;509;4
36;521;4
36;524;3
36;527;5
36;531;4
36;532;3
36;539;3
36;540;3
36;543;3
36;551;3
36;586;2
36;587;3
36;590;3
36;592;3
36;593;4
36;597;3
36;640;3
36;778;5
36;788;2
36;838;4
36;1367;3
37;364;5
37;595;5
37;902;2
37;912;5
37;940;3
37;1907;5
37;2028;4
37;2085;4
37;4011;3
38;16;4,5
38;110;4
38;293;4,5
38;296;5
38;306;4,5
38;318;4,5
38;364;4
38;527;4,5
38;590;3,5
38;593;4,5
38;778;4
38;838;4,5
38;858;4,5
38;926;4,5
38;1213;4
38;1682;4
38;2000;3
38;2075;4,5
38;2750;4
38;4973;4
38;4993;4
38;4995;4,5
38;8197;4,5
38;8656;4,5
39;6;4
39;16;5
39;21;3
39;22;4
39;70;5
39;73;3
39;76;3
39;110;5
39;145;3
39;150;4
39;153;3
39;162;5
39;165;5
39;168;3
39;170;3
39;175;3
39;177;4
39;180;5
39;198;5
39;220;4
39;223;4
39;253;4
39;273;3
39;288;4
39;293;4
39;296;5
39;315;4
39;316;4
